,source,author,title,description,url,publishedAt,content
45,"{'id': None, 'name': 'Investopedia'}",Terry Lane,5 Things to Know Before Markets Open,"Shares of Apple fell after reporting its fourth consecutive quarter of declining revenue, and the Labor Department's monthly jobs report is expected to show job growth slowing. Here’s what investors need to know today.",https://www.investopedia.com/5-things-to-know-before-markets-open-november-3-2023-8386874,2023-11-03T11:26:54Z,"Shares of Apple fell after reporting its fourth consecutive quarter of declining revenue, and the Labor Department's monthly jobs report is expected to show job growth slowing. Heres what investors n… [+2694 chars]"
46,"{'id': None, 'name': 'MarketWatch'}",Emily Bary,Apple shows its ‘massive battleship’ is getting tougher to move,"Apple's $89.5 billion in quarterly revenue is nothing to sneeze at, but it also illustrates some of the challenges of being a mature company.",https://www.marketwatch.com/story/apple-shows-its-massive-battleship-is-getting-tougher-to-move-9ea06bf3,2023-11-03T11:14:00Z,"Apple Inc.s $89.5 billion in quarterly revenue is nothing to sneeze at, but it also illustrates some of the challenges of being a mature company. Rosenblatt Securities analyst Barton Crockett likened… [+2940 chars]"
47,"{'id': None, 'name': 'Biztoc.com'}",theglobeandmail.com,Apple shares tumble after company warns of subdued growth in holiday quarter,Apple AAPL-Q fell 3 per cent on Friday after it disappointed Wall Street with a forecast that indicated growth will stay subdued in the quarter where the holiday season usually drives its strongest sales. The world’s most valuable firm was set to lose more th…,https://biztoc.com/x/d87da78d64dbe329,2023-11-03T11:10:11Z,Apple AAPL-Q fell 3 per cent on Friday after it disappointed Wall Street with a forecast that indicated growth will stay subdued in the quarter where the holiday season usually drives its strongest s… [+291 chars]
48,"{'id': None, 'name': 'Donanimhaber.com'}",Metin Akpınar,Apple’ın satışları üst üste dördüncü çeyrekte de düştü! İşte Apple’ın gelirleri,"Teknoloji devi Apple, analistlerin beklentilerini aşan mali dördüncü çeyrek kazançlarını bildirdi, ancak genel satışların üst üste dördüncü çeyrekte de düştüğünü açıkladı.",https://www.donanimhaber.com/apple-in-satislari-ust-uste-dorduncu-ceyrekte-de-dustu--170515,2023-11-03T11:05:00Z,"a').click(); event.preventDefault();""&gt;Tam Boyutta GörApple, geçtiimiz gün analistlerin sat ve hisse bana kazanç beklentilerini aan 2023 ylna ait mali dördüncü çeyrek kazançlarn bildirdi ancak irke… [+3674 chars]"
49,"{'id': None, 'name': 'Biztoc.com'}",forbes.com,Microsoft Stock Is Up 45% YTD And Outperformed The Consensus In Q1,"Microsoft’s stock (NASDAQ: MSFT) has gained approximately 45% YTD as compared to the 10% rise in the S&P500 index over the same period. Further, at its current price of $346 per share, it is trading 6% below its fair value of $367 – Trefis’ estimate for Micro…",https://biztoc.com/x/a30a61a055b172b0,2023-11-03T11:02:12Z,"Microsofts stock (NASDAQ: MSFT) has gained approximately 45% YTD as compared to the 10% rise in the S&amp;P500 index over the same period. Further, at its current price of $346 per share, it is tradi… [+273 chars]"
50,"{'id': None, 'name': 'MarketWatch'}",Jon Swartz,Epic Games is the latest to take on Google in court over antitrust charges,"The maker of the popular game Fortnite that battled Apple Inc. in federal court on similar ground in 2021, is set to open arguments in a jury trial expected to last several weeks starting Nov. 6 in San Francisco.",https://www.marketwatch.com/story/epic-games-is-the-latest-to-take-on-google-in-court-over-antitrust-charges-7e386ccb,2023-11-03T11:02:00Z,"Add Epic Games Inc. to Googles antitrust trial case load.The maker of the popular videogame Fortnite, which battled Apple Inc. 
 AAPL,
 +2.07%
in federal court on similar grounds in 2021, is set t… [+6529 chars]"
51,"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Microsoft Stock Is Up 45% YTD And Outperformed The Consensus In Q1,Microsoft’s stock (NASDAQ: MSFT) has gained approximately 45% YTD as compared to the 10% rise in the S&P500 index over the same period.,https://www.forbes.com/sites/greatspeculations/2023/11/03/microsoft-stock-is-up-45-ytd-and-outperformed-the-consensus-in-q1/,2023-11-03T11:00:31Z,"BLETCHLEY, ENGLAND - NOVEMBER 2: Britain's Prime Minister Rishi Sunak and Microsoft President Brad ... [+] Smith attend the AI Safety Summit at Bletchley Park on November 2, 2023 in Bletchley, Englan… [+3301 chars]"
52,"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,"Apple slumps as muted holiday sales forecast, China woes, cloud Q4 earnings",Apple AAPL shares slumped lower in pre-market trading after the world's most-valuable tech company issued a muted holiday sales forecast that added to concerns surrounding demand for its new iPhone 15 and its slowing revenue growth in China. Apple said Decemb…,https://biztoc.com/x/43afae2671f506a9,2023-11-03T10:54:32Z,Apple AAPL shares slumped lower in pre-market trading after the world's most-valuable tech company issued a muted holiday sales forecast that added to concerns surrounding demand for its new iPhone 1… [+278 chars]
53,"{'id': None, 'name': 'MarketWatch'}",Barbara Kollmeyer,"Are investors walking into a monster bull trap? Watch for these signals, says portfolio manager.","There are clear signals to read for investors who want to know if they're walking into a ""monster bull trap,"" especially after Thursday's big move.",https://www.marketwatch.com/story/are-investors-walking-into-a-monster-bull-trap-watch-for-these-signals-says-portfolio-manager-636f8ed9,2023-11-03T09:45:00Z,"Stocks behaved as if the end of tightening is equivalent to rate cuts themselves, says Michael ORourke, chief market technician at JonesTrading, of a big factor behind that rally the view that the Fe… [+7139 chars]"
54,"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,Stock Market Today: Apple outlook tests Wall Street rally with jobs data in focus,U.S. equity futures nudged lower Friday as a disappointing set of fourth quarter earnings from Apple AAPL looks set to snuff out the strongest Wall Street rally of the year heading into a key reading of October job growth from the Labor Department. Apple topp…,https://biztoc.com/x/175ed452662f2dfe,2023-11-03T09:44:21Z,U.S. equity futures nudged lower Friday as a disappointing set of fourth quarter earnings from Apple AAPL looks set to snuff out the strongest Wall Street rally of the year heading into a key reading… [+290 chars]
55,"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,"China iPhone sales strong, Apple tells investors as Huawei threat looms - Reuters","China iPhone sales strong, Apple tells investors as Huawei threat loomsReuters Apple (AAPL) CEO Tim Cook Seeks to Ease Fears of Weak iPhone Demand in ChinaBloomberg iPhone 15 demand in China is a key metric to watch for Apple, says Nancy PrialCNBC Television …",https://slashdot.org/firehose.pl?op=view&amp;id=172162228,2023-11-03T09:33:01Z,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars]
56,"{'id': None, 'name': ""Barron's""}",Adam Clark,China's Taken a Bite Out of Apple. There's No Quick Fix.,Concerns about the country's slow economic recovery and increasing competition are weighing on the tech giant's stock.,https://www.barrons.com/articles/apple-stock-china-sales-iphone-37fbab40,2023-11-03T09:05:02Z,"Apple
  cant shake its China problem. A disappointing forecast for the holiday season has put its fortunes in the Chinese market back under the microscope. Apple
 (ticker: AAPL) shares were down 2.… [+2490 chars]"
57,"{'id': None, 'name': ""Barron's""}",Joe Woelfel,"Apple, Block, Bill Holdings, Fortinet, Expedia, DraftKings, and More Stock Market Movers","Apple's forecast for the holiday quarter disappoints, Block stock surges on strong guidance, and Bill Holdings slumps after a weak outlook from the financial platform.",https://www.barrons.com/articles/stock-market-movers-0fab2fba,2023-11-03T08:40:28Z,"Stock futures pointed mostly to the downside Friday after 
 Apple
 issued a disappointing revenue forecast for the holiday quarter and Wall Street awaited the release of the U.S. jobs report for Oc… [+3772 chars]"
58,"{'id': None, 'name': 'MarketWatch'}",MarketWatch,Apple stock drops on poor China sales as Block shares surge after fintech sets out 2024 forecast,"Shares in Block Inc, Apple, DraftKings, Paramount, Live Nation Entertainment, Bill Holdings, Fortinet, and Atlassian were all active in pre-market trading",https://www.marketwatch.com/story/apple-stock-drops-on-poor-china-sales-as-block-shares-surge-after-fintech-sets-out-2024-forecast-e8177f3c,2023-11-03T08:32:00Z,"DraftKings Inc.s stock 
 DKNG,
 +6.43%
was up 7% in extended trading after the sports-gambling and fantasy web site posted quarterly results that topped analyst revenue and earnings estimates, and… [+1185 chars]"
59,"{'id': None, 'name': 'MarketWatch'}",Steve Goldstein,Market Snapshot: S&P 500 futures pause after soft Apple guidance as payrolls data awaits,U.S. stock futures were steady Friday ahead of key payrolls data and after soft guidance from tech heavyweight Apple.,https://www.marketwatch.com/story/s-p-500-futures-pause-after-soft-apple-guidance-as-payrolls-data-awaits-f9b0b1eb,2023-11-03T08:25:01Z,"U.S. stock futures were steady Friday ahead of key payrolls data and after soft guidance from tech heavyweight Apple.On Thursday, the Dow Jones Industrial Average 
 DJIA
 rose 565 points, or 1.7%, … [+1494 chars]"
60,"{'id': None, 'name': 'Biztoc.com'}",financialjuice.com,Apple Q4 2023 Earnings $AAPL,"Revenue $89.50b, est. $89.35 EPS $1.46, est. $1.39 Greater China revenue $15.08b, est. $17.01b Services revenue $22.31, est. $21.37b iPhone revenue $43.81, est. $43.73b iPad revenue $6.44b, est. $6.12b Mac revenue $7.61b, est. $8.76b Wearables, home & accesso…",https://biztoc.com/x/52a0f41e0cde6825,2023-11-03T07:50:15Z,"Revenue $89.50b, est. $89.35EPS $1.46, est. $1.39Greater China revenue $15.08b, est. $17.01bServices revenue $22.31, est. $21.37biPhone revenue $43.81, est. $43.73biPad revenue $6.44b, est. $6.12bMac… [+167 chars]"
61,"{'id': 'mashable', 'name': 'Mashable'}",Rahul Verma,"Apple CEO Confirms That The Company Is Working On Generative AI, Anticipating 2024 Launch",Tim Cook Highlights Apple's Ongoing Investment In Generative AI During Investor's Call; 2024 Launch Expected,https://in.mashable.com/tech/63182/apple-ceo-confirms-that-the-company-is-working-on-generative-ai-anticipating-2024-launch,2023-11-03T07:22:28Z,"Since the rise of generative AI tools like ChatGPT, there has been widespread speculation regarding when Apple will introduce its own generative AI technology. Recent media reports suggest that this … [+1444 chars]"
62,"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Apple (AAPL) CEO Tim Cook Seeks to Ease Fears of Weak iPhone Demand in China - Bloomberg,"Apple (AAPL) CEO Tim Cook Seeks to Ease Fears of Weak iPhone Demand in ChinaBloomberg China iPhone sales strong, Apple tells investors as Huawei threat loomsAOL iPhone 15 demand in China is a key metric to watch for Apple, says Nancy PrialCNBC Television Appl…",https://slashdot.org/firehose.pl?op=view&amp;id=172161794,2023-11-03T07:12:59Z,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars]
63,"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Apple Stock Slips Despite Earnings Beat - Barron's,Apple Stock Slips Despite Earnings BeatBarron's Apple stock dips after weak outlook for December quarter revenueCNBC Apple stock falls after cautious outlook overshadows record iPhone quarterYahoo Finance Apple Outlook Mixed Post-Earnings on China ConcernsBlo…,https://slashdot.org/firehose.pl?op=view&amp;id=172161548,2023-11-03T05:34:13Z,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars]
64,"{'id': None, 'name': 'Biztoc.com'}",investors.com,Tech Futures Fall On Apple's Holiday Warning,"Dow Jones futures edged higher overnight, while S&P 500 futures and Nasdaq futures fell slightly. Apple (AAPL) headlined earnings reports after the close with the October jobs report due early Friday. The stock market rally continued to add to gains Thursday,…",https://biztoc.com/x/d1412474dd8bcf92,2023-11-03T05:30:06Z,"Dow Jones futures edged higher overnight, while S&amp;P 500 futures and Nasdaq futures fell slightly. Apple (AAPL) headlined earnings reports after the close with the October jobs report due early Fr… [+297 chars]"
65,"{'id': None, 'name': ""Barron's""}",Jack Hough,Disney’s ESPN Is a Cash Cow. The Challenge: Keep It From Keeling Over,"ESPN is a major contributor to Walt Disney’s profits, and sports remains one area traditional TV viewers will pay for. But ESPN’s perch is threatened in a streaming world, and Disney is searching for answers.",https://www.barrons.com/articles/disneys-espn-is-a-cash-cow-the-challenge-keep-it-from-keeling-over-1cefd8cf,2023-11-03T05:22:41Z,"Calling all armchair quarterbacks and fantasy financiers: 
 Walt Disney
 could use some ideas for solving its ESPN problem. Its a tricky situation, even with television wizard Bob Iger back on the … [+5888 chars]"
66,"{'id': None, 'name': 'Applech2.com'}",applech2,Amazon、Qtを利用した旧「Kindle for Mac (Kindle Classic)」アプリのサポートを終了。,"AmazonがQtを利用した旧「Kindle for Mac (Kindle Classic)」アプリのサポートを終了したと発表しています。詳細は以下から。 　Amazonは現地時間2023年11月01日、Mac Ap […]
The post Amazon、Qtを利用した旧「Kindle for Mac (Kindle Classic)」アプリのサポートを終了。 first appeared on AAPL Ch..",https://applech2.com/archives/20231103-kindle-classic-for-mac-end-of-support.html,2023-11-03T05:08:08Z,"AmazonQtKindle for Mac (Kindle Classic)
Amazon20231101Mac App StoreMacKindleKindle for Mac (Kindle Classic)10311.40.3
20231031Mac App StoreKindle for Mac
Kindle Classic Mac App Store
Kindle Class… [+180 chars]"
67,"{'id': None, 'name': 'Capitalist.com.br'}",Capitalist,"Dona do iPhone, Apple vê lucro subir 10,7% no 4TRI fiscal, para US$ 23 bi","Companhia está listada na Nasdaq. O post Dona do iPhone, Apple vê lucro subir 10,7% no 4TRI fiscal, para US$ 23 bi apareceu primeiro...",https://capitalist.com.br/dona-do-iphone-apple-ve-lucro-subir-107-no-4tri-fiscal-para-us-23-bi/,2023-11-03T04:48:11Z,"Dona do icônico iPhone, a Apple viu seu lucro subir 10,7% no quarto trimestre fiscal de 2023, para US$ 23 bilhões frente igual período do ano anterior. O lucro diluído por ação ficou em US$ 1,46, con… [+1652 chars]"
68,"{'id': None, 'name': 'Applech2.com'}",applech2,Satechiの文化の日3連休セールで「165W GaN 充電器」やSurface Pro 9用USBハブなどがセール中。,"Satechiの文化の日3連休セールで「165W GaN 充電器」やSurface Pro 9/MacBook Pro用USBハブなどが特別価格で提供されています。詳細は以下から。 　11月03日(金)の文化の日から3 […]
The post Satechiの文化の日3連休セールで「165W GaN 充電器」やSurface Pro 9用USBハブなどがセール中。 first appeared on AAPL Ch..",https://applech2.com/archives/20231103-satechi-2023-autumn-sale.html,2023-11-03T03:46:54Z,"Satechi3165W GaN Surface Pro 9/MacBook ProUSB
1103()33SatechiSatechi Japan4165WUSB-CSurface Pro 9USB-CMacBook ProUSB
Satechi
Satechi 165W GaN 16,199 12,959
2023071100W4165WUSB20%OFF
Surface Pro … [+738 chars]"
69,"{'id': None, 'name': 'Biztoc.com'}",investors.com,Futures Fall On Apple's Holiday Warning,"Dow Jones futures tilted lower overnight, while S&P 500 futures and Nasdaq futures fell slightly. Apple (AAPL) headlined earnings reports after the close with the October jobs report due early Friday. The stock market rally continued to add to gains Thursday,…",https://biztoc.com/x/3391aaab13cf69f2,2023-11-03T00:48:16Z,"Dow Jones futures tilted lower overnight, while S&amp;P 500 futures and Nasdaq futures fell slightly. Apple (AAPL) headlined earnings reports after the close with the October jobs report due early Fr… [+297 chars]"
70,"{'id': None, 'name': 'CNBC'}",Zev Fima,Apple shares give investors waiting to buy an opportunity after an uneven quarter,The stock dropped after management's December-quarter revenue guide was a bit lower than Wall Street expectations.,https://www.cnbc.com/2023/11/02/apple-shares-give-investors-waiting-to-buy-an-opportunity-after-an-uneven-quarter.html,2023-11-03T00:27:14Z,"Club name Apple (AAPL) posted a better-than-expected September quarter after the closing bell Thursday, with strong Services sales more than offsetting a slight miss on the Products side. However, sh… [+9006 chars]"
71,"{'id': None, 'name': 'Biztoc.com'}",investors.com,Dow Jones Soars 565 Points As Apple Sales Fall; Warren Buffett Stock Offers This 'Attractive Entry',"The Dow Jones Industrial Average soared as Treasury yields plunged. An analyst said arguably the ultimate Warren Buffett stock, Berkshire Hathaway (BRKB), is offering an attractive entry. Apple (AAPL) fell late as sales declined again. Starbucks (SBUX) soared…",https://biztoc.com/x/04da124ded48612d,2023-11-02T23:26:06Z,"The Dow Jones Industrial Average soared as Treasury yields plunged. An analyst said arguably the ultimate Warren Buffett stock, Berkshire Hathaway (BRKB), is offering an attractive entry. Apple (AAPL… [+277 chars]"
72,"{'id': None, 'name': 'Cult of Mac'}",Ed Hardy,5 upbeat takeaways from Apple’s earnings call,"The financial results of Apple's most recent quarter pushed down the stock price but CEO Tim Cook sees reasons for optimism.
(via Cult of Mac - Tech and culture through an Apple lens)",https://www.cultofmac.com/835847/upbeat-takeaways-from-apple-q4-2023-earnings-call/,2023-11-02T23:21:59Z,"Apple stock price dropped over 3% after it announced the results of its most recent financial quarter. But theres good news mixed with the bad, and that shouldnt be ignored. CEO Tim Cook and other ex… [+5419 chars]"
73,"{'id': None, 'name': 'MarketWatch'}",Therese Poletti,Apple’s grim streak of revenue declines could continue into the holidays,"Apple could potentially see a fifth straight decline in year-over-year quarterly revenue, a grim milestone not seen going back to at least 1998.",https://www.marketwatch.com/story/apples-grim-streak-of-revenue-declines-could-continue-into-the-holidays-67deba65,2023-11-02T22:44:00Z,"Apple Inc. could potentially see a fifth straight decline in year-over-year quarterly revenue, a grim milestone not seen going back to at least 1998.After the tech giant posted its fourth consecutive… [+3513 chars]"
74,"{'id': None, 'name': 'MarketWatch'}",Michael Sincere,Michael Sincere's Long-Term Trader: This market pro likes the ‘Magnificent Seven’ but thinks stocks are on thin ice,Lance Roberts is invested for a year-end rally but expects a recession in 2024 that boosts Treasurys.,https://www.marketwatch.com/story/this-market-pro-likes-the-magnificent-seven-but-thinks-stocks-are-on-thin-ice-fba7d1df,2023-11-02T22:09:23Z,"Lance Roberts is chief editor of the Real Investment Report, a weekly subscriber based-newsletter that is distributed globally. He also writes a daily blog at Real Investment Advice. In this recent i… [+6370 chars]"
75,"{'id': None, 'name': 'MarketWatch'}",MarketWatch Automation,Company Close Updates: Snap Inc. stock outperforms market on strong trading day,"Shares of Snap Inc. advanced 4.40% to $10.43 Thursday, on what proved to be an all-around great trading session for the stock market, with the NASDAQ...",https://www.marketwatch.com/data-news/snap-inc-stock-outperforms-market-on-strong-trading-day-b0db21d8-da5a6ffefe86,2023-11-02T21:36:32Z,"Shares of Snap Inc. 
 SNAP,
 +4.40%
advanced 4.40% to $10.43 Thursday, on what proved to be an all-around great trading session for the stock market, with the NASDAQ Composite Index 
 COMP,
 +1.… [+697 chars]"
76,"{'id': None, 'name': 'Biztoc.com'}",investors.com,Apple Stock Drops As Sales Fall For Fourth Straight Quarter,"Consumer electronics giant Apple (AAPL) late Thursday beat expectations for its fiscal fourth quarter, but sales fell for the fourth consecutive quarter. Apple stock dropped in extended trading. The Cupertino, Calif.-based company earned $1.46 a share on sale…",https://biztoc.com/x/e9c678b785c99bd2,2023-11-02T21:20:05Z,"Consumer electronics giant Apple (AAPL) late Thursday beat expectations for its fiscal fourth quarter, but sales fell for the fourth consecutive quarter. Apple stock dropped in extended trading.The C… [+276 chars]"
77,"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,"Apple earnings top estimates, iPhone sales notch September quarter record - Yahoo Finance","Apple earnings top estimates, iPhone sales notch September quarter recordYahoo Finance Apple (AAPL) earnings report Q4 2023CNBC Apple's dependency on China in focus ahead of key earnings reportCNBC Television Apple paying out $0.24 per share Q4 dividend on No…",https://slashdot.org/firehose.pl?op=view&amp;id=172159748,2023-11-02T21:14:45Z,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars]
78,"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Dow Jones Soars 565 Points As Apple Sales Fall; Warren Buffett Stock Offers This 'Attractive Entry',The Dow Jones surged as Treasury yields plunged. A Warren Buffett stock is offering an 'attractive entry point.' Apple sales fell again.,https://www.investors.com/market-trend/stock-market-today/dow-jones-rallies-as-apple-earnings-loom-warren-buffett-stock-offers-attractive-entry-point-treasury-yields-jerome-powell/,2023-11-02T21:04:15Z,"The Dow Jones Industrial Average soared as Treasury yields plunged. An analyst said arguably the ultimate Warren Buffett stock, Berkshire Hathaway (BRKB), is offering an attractive entry. Apple (AAPL… [+6233 chars]"
79,"{'id': None, 'name': 'Investopedia'}",Nathan Reiff,"Apple Services Revenue Climbs in Q4, Despite Companywide Revenue Decline",The company expects Services and iPhone revenue to drive growth in upcoming quarters.,https://www.investopedia.com/apple-q4-earnings-8385141,2023-11-02T20:59:54Z,"<ul><li>Apple's revenue fell year-over-year for the fourth straight quarter.</li><li>Sevices revenue and iPhone sales both hit records, according to the company. </li><li>Shares of the company fell i… [+1492 chars]"
80,"{'id': 'next-big-future', 'name': 'Next Big Future'}",Brian Wang,Apple Third Quarter Results Completes Big Tech Earnings Season,"Apple had decent Q3 results relative to expectations. Facebook, Microsoft and Amazon had the best big tech results. APPLE EARNINGS JUST OUT $AAPL *APPLE 4Q REV. $89.50B, EST. $89.35B ( BEAT ✅ ) *APPLE 4Q EPS $1.46, EST. $1.39 ( BEAT ✅ ) pic.twitter.com/ppM6HT…",https://www.nextbigfuture.com/2023/11/apple-third-quarter-results-completes-big-tech-earnings-season.html,2023-11-02T20:54:14Z,Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology… [+593 chars]
81,"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,"Apple earnings top forecasts, but sales fall for 4th straight quarter on hardware weakness","Updated at 4:44 pm EDT Apple AAPL posted better-than-expected fourth quarter earnings Thursday, but notched its fourth consecutive sales decline as hardware sales slumped and China sales fell shy of Street forecasts. Apple said earnings for the three months e…",https://biztoc.com/x/32f733939aa2d929,2023-11-02T20:50:23Z,"Updated at 4:44 pm EDTApple AAPL posted better-than-expected fourth quarter earnings Thursday, but notched its fourth consecutive sales decline as hardware sales slumped and China sales fell shy of S… [+287 chars]"
82,"{'id': None, 'name': 'Macdailynews.com'}",MacDailyNews,MacDailyNews presents live notes from Apple’s Q423 conference call,"MacDailyNews presents live notes from Apple’s Q423 Conference Call with analysts starting at 2pm PDT / 5pm EDT today, November 2, 2023…
The post MacDailyNews presents live notes from Apple’s Q423 conference call appeared first on MacDailyNews.",https://macdailynews.com/2023/11/02/macdailynews-presents-live-notes-from-apples-q423-conference-call/,2023-11-02T20:46:43Z,"MacDailyNews presents live notes from Apples Q423 Conference Call with analysts starting at 2pm PDT / 5pm EDT today, November 2, 2023
This stream is best experienced on an iPhone 7 or later, iPad (5… [+1203 chars]"
83,"{'id': None, 'name': 'Iphoneaddict.fr'}",Jean-Baptiste A.,"Résultats Apple T4 2023 : record pour les iPhone et services, Mac en chute libre",Apple publie ses résultats financiers qui concernent le quatrième trimestre de son année fiscale 2023. Cela correspond au troisième trimestre dans notre calendrier. Résultats financiers d’Apple Ce trimestre a été l’occasion d’avoir le lancement de plusieurs p…,https://iphoneaddict.fr/post/news-377557-resultats-apple-t4-2023-record-iphone-services-mac-chute-libre,2023-11-02T20:38:46Z,"Apple publie ses résultats financiers qui concernent le quatrième trimestre de son année fiscale 2023. Cela correspond au troisième trimestre dans notre calendrier.
Résultats financiers d’Apple
Ce … [+3071 chars]"
84,"{'id': None, 'name': 'Investing.com'}",Investing.com,"Apple earnings beat by $0.07, revenue topped estimates","Apple earnings beat by $0.07, revenue topped estimates",https://www.investing.com/news/stock-market-news/apple-earnings-beat-by-007-revenue-topped-estimates-3220124,2023-11-02T20:34:42Z,"Investing.com - Apple (NASDAQ: AAPL) reported fourth quarter EPS of $1.46, $0.07 better than the analyst estimate of $1.39. Revenue for the quarter came in at $89.5B versus the consensus estimate of … [+532 chars]"
85,"{'id': None, 'name': 'Forbes'}","MoneyShow, Contributor, 
 MoneyShow, Contributor
 https://www.forbes.com/sites/moneyshow/people/moneyshow/",Markets Find Interest Rate Relief! Will It Last? Can You PROFIT If So?,"The stock market finally found some relief thanks to a more-dovish-than-expected Federal Reserve news, and short covering following a 10% correction in the averages.",https://www.forbes.com/sites/moneyshow/2023/11/02/markets-find-interest-rate-relief-will-it-last-can-you-profit-if-so/,2023-11-02T18:49:23Z,"The stock market finally found some relief thanks to a more-dovish-than-expected Federal Reserve, slightly encouraging government debt news, and short covering following a 10% correction in the avera… [+6689 chars]"
86,"{'id': None, 'name': 'MarketWatch'}",Emily Bary,Earnings Outlook: Apple earnings: What to expect from the iPhone maker,Apple will look to snap its streak of revenue declines when it reports fiscal fourth-quarter results Thursday afternoon.,https://www.marketwatch.com/story/apple-earnings-what-to-expect-from-the-iphone-maker-e53ca9d5,2023-11-02T17:40:08Z,Apple Inc. will look to snap its streak of revenue declines when it reports fiscal fourth-quarter results Thursday afternoon. The company has seen revenue fall on a year-over-year basis during each o… [+2754 chars]
87,"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網新聞中心,美股重點新聞摘要2023年11月03日,今日操盤前瞻 美股財報 (10/2 盤後)：蘋果 (AAPL)、思佳訊 (SWKS) 中國 10 月財新服務業 PMI 美國 10 月非農、ISM 非製造業指數 蘋果上季營收連四降 本季財測不如預期 盤後挫逾 3%,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1%E9%87%8D%E9%BB%9E%E6%96%B0%E8%81%9E%E6%91%98%E8%A6%812023%E5%B9%B411%E6%9C%8803%E6%97%A5-001443589.html,2023-11-02T16:14:43Z,"(10/2 ) (AAPL) (SWKS)
 10 PMI
 10 ISM 
3%
 (AAPL-US) (3 ) 2023 4 Mac 4%...
 9670 
 (National Retail Federation, NRF) ...
 9 2.8% 
 9 2020 7 ...
SpaceX 
 SpaceX (2 ) SpaceX (Starlink) SpaceX"
88,"{'id': None, 'name': 'Thefly.com'}",,What You Missed On Wall Street This Morning,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id3807000/DIS;QCOM;SBUX;CMCSA;CMCSK;LLY;SIX;FUN;CVX;AMGN;EL;SEDG;MRNA;TSLA;UBER;LYFT;AAPL;CAG;BA;LMND;JOBY;PLTR;ROKU;CFLT;RELY;PCOR;ABNB;PYPL;SHOP;CI-What-You-Missed-On-Wall-Street-This-Morning,2023-11-02T15:59:43Z,"Get caught up quickly on the top news and calls moving stocks with these five Top Five lists. 
1. STOCK NEWS: 
<ul><li>Disney (DIS) agreed to buy the remaining 33% stake in Hulu from Comcast (CMCSA… [+3225 chars]"
89,"{'id': None, 'name': 'Cult of Mac'}",Ed Hardy,What to watch for in Apple’s earning report,"When Apple reports the results of its most recent financial quarter later on Thursday, look for Mac and iPad to be a drag on revenue.
(via Cult of Mac - Tech and culture through an Apple lens)",https://www.cultofmac.com/835749/what-to-watch-for-in-apple-earning-report/,2023-11-02T13:00:04Z,"When Apple reports the results of its most recent financial quarter later on Thursday, look for Mac and iPad to be a drag on the companys revenue. Still, analysts are upbeat about the companys earnin… [+2090 chars]"
90,"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Dow Jones Futures Rise After Jobless Claims; Palantir Surges As Apple Earnings Approach,"Key earnings movers include Airbnb, Palantir Technologies and Roku.",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-jobless-claims-palantir-surges-on-ai-demand-apple-earnings-next/,2023-11-02T12:33:57Z,"Dow Jones futures signaled a fourth-straight day of gains Thursday as markets digested the Labor Department's higher-than-expected initial unemployment claims. Meanwhile, Palantir Technologies (PLTR)… [+6965 chars]"
